2.218,2.736,2.480,2.520,1.934,2.582,2.187
2.489,2.412,3.147,2.326,1.577,2.042,2.736
2.511,2.403,2.489,2.042,2.305,1.894,2.705
2.813,2.736,2.434,1.654,2.705,2.326,2.813
2.520,2.181,2.412,2.197,2.736,2.489,2.597
2.402,1.771,2.326,2.403,2.412,2.511,2.434
2.673,2.382,2.412,2.813,2.403,2.736,2.412
2.388,2.813,2.249,2.813,2.813,2.489,2.172
2.181,2.520,1.934,2.520,2.520,2.434,1.965
2.166,2.110,1.438,2.326,2.033,2.181,2.079
2.218,2.110,1.894,2.412,1.771,1.702,2.520
2.110,2.110,2.110,2.110,1.547,1.822,2.110
2.110,2.110,2.110,1.879,1.614,1.796,2.110
2.110,2.033,2.110,1.555,1.652,2.002,2.110
2.110,1.632,2.110,1.709,1.786,2.110,2.110
2.110,1.438,2.110,2.002,2.110,2.110,1.894
2.110,1.895,2.110,2.110,2.110,2.110,1.576
1.879,2.111,2.110,2.110,2.110,2.110,1.555
1.555,2.110,1.879,2.110,2.110,1.971,1.786
1.786,2.110,1.555,2.110,2.110,1.684,2.110
2.110,2.110,1.709,2.110,1.971,1.555,2.110
2.110,2.110,2.002,2.110,1.684,1.786,2.110
2.110,2.110,2.110,1.740,1.555,2.110,2.110
2.110,1.956,2.110,1.361,1.709,2.110,2.110
2.110,1.663,2.110,1.786,2.002,2.110,2.033
2.110,1.632,2.110,2.110,2.110,2.110,1.771
1.894,1.894,2.110,2.110,2.110,2.110,1.632
1.576,2.110,2.110,2.110,2.110,2.033,1.894
1.555,2.110,1.956,2.110,2.110,1.771,2.110
1.786,2.110,1.524,2.110,2.110,1.555,2.110
2.110,2.110,1.438,2.110,2.110,1.786,2.110
2.110,2.110,1.894,2.110,1.956,2.110,2.110
2.110,2.033,2.110,1.879,1.663,2.110,2.110
2.110,1.632,2.110,1.555,1.632,2.110,1.894
2.110,1.361,2.110,1.709,1.894,2.110,1.576
2.110,1.786,2.110,2.002,2.110,2.110,1.555
2.033,2.110,2.110,2.110,2.110,1.894,1.786
1.771,2.110,2.110,2.110,2.110,1.576,2.110
1.632,2.110,2.110,2.110,2.110,1.632,2.110
1.894,2.110,1.879,2.110,2.110,1.894,2.110
2.110,2.110,1.555,2.110,1.971,2.110,2.110
2.110,2.110,1.709,2.033,1.684,2.110,2.110
2.110,2.033,2.002,1.632,1.555,2.110,2.110
2.110,1.771,2.110,1.361,1.709,2.110,1.879
2.110,1.555,2.110,1.786,2.002,2.110,1.555
1.971,1.709,2.110,2.110,2.110,2.033,1.786
1.761,2.002,2.110,2.110,2.110,1.771,2.110
1.663,2.110,2.110,2.110,2.110,1.632,2.110
1.709,2.110,2.110,2.110,2.110,1.894,2.110
2.002,2.110,1.740,2.110,2.110,2.110,2.110
2.110,2.110,1.361,2.110,2.110,2.110,2.110
2.110,2.110,1.786,2.110,1.879,2.110,1.971
2.110,2.110,2.110,1.879,1.555,2.110,1.684
2.110,1.740,2.110,1.555,1.786,2.110,1.555
2.110,1.361,2.110,1.709,2.110,1.894,1.709
2.110,1.786,2.110,2.002,2.110,1.576,2.002
1.879,2.110,2.110,2.110,2.110,1.555,2.110
1.555,2.110,2.110,2.110,2.110,1.786,2.110
1.786,2.110,2.110,2.110,1.971,2.110,2.110
2.110,2.110,1.879,2.110,1.838,2.110,2.110
2.110,2.110,1.555,2.110,1.771,2.110,2.110
2.110,2.110,1.709,2.033,1.632,2.110,1.956
2.110,2.110,2.002,1.632,1.894,2.110,1.663
2.110,1.956,2.110,1.361,2.110,2.110,1.632
2.110,1.663,2.110,1.709,2.110,1.879,1.894
1.894,1.709,2.110,2.002,2.110,1.555,2.110
1.576,2.002,2.110,2.110,2.110,1.709,2.110
1.555,2.110,2.110,2.110,2.110,2.002,2.110
1.786,2.110,2.110,2.110,1.879,1.817,2.110
2.110,2.110,1.879,2.110,1.632,1.468,2.110
2.110,2.110,1.416,2.110,1.894,1.786,1.894
2.110,2.110,1.515,2.110,2.110,2.110,1.576
2.110,2.033,2.002,1.956,2.110,2.110,1.555
2.110,1.632,2.110,1.663,2.110,2.110,1.786
2.110,1.361,2.110,1.632,2.110,2.110,2.110
2.033,1.786,2.110,1.894,2.110,2.110,2.110
1.771,2.110,2.110,2.110,1.894,2.033,2.110
1.555,2.110,2.110,2.110,1.576,1.771,2.110
1.786,2.110,2.033,2.110,1.632,1.555,2.110
2.110,2.110,1.771,2.110,1.894,1.786,2.110
2.110,2.110,1.555,2.110,2.110,2.110,1.879
2.111,2.110,1.786,2.110,2.110,2.110,1.555
2.111,2.033,2.110,1.956,2.110,2.110,1.709
2.110,1.771,2.110,1.524,2.110,2.110,2.002
1.971,1.555,2.110,1.361,2.110,2.110,2.110
1.684,1.786,2.110,1.786,2.110,1.894,2.110
1.555,2.110,2.110,2.110,1.879,1.576,2.110
1.709,2.110,2.110,2.110,1.555,1.555,2.110
2.002,2.110,2.033,2.110,1.709,1.786,1.971
2.110,2.110,1.632,2.110,2.002,2.110,1.684
2.110,2.110,1.361,2.110,2.110,2.110,1.555
2.110,2.110,1.786,2.110,2.110,2.110,1.786
2.110,2.033,2.110,1.879,2.110,2.110,2.110
2.110,1.632,2.110,1.555,1.971,2.110,2.110
2.110,1.361,2.110,1.709,1.838,2.110,2.110
2.033,1.786,2.110,2.002,1.771,1.879,2.110
1.771,2.110,2.110,2.110,1.555,1.555,2.110
1.632,2.110,2.110,2.110,1.786,1.786,2.110
1.894,2.110,2.110,2.110,2.110,2.110,1.879
2.110,2.110,1.879,2.110,2.110,2.110,1.555
2.110,2.110,1.555,2.110,2.110,2.110,1.786
2.110,2.110,1.786,2.110,2.110,2.110,2.110
2.110,2.033,2.110,1.879,2.110,2.110,2.110
2.110,1.771,2.110,1.416,2.110,1.971,2.110
1.971,1.632,2.110,1.515,2.110,1.684,2.110
1.761,1.894,2.110,2.002,1.879,1.555,2.110
1.663,2.110,2.110,2.110,1.555,1.786,1.894
1.632,2.110,2.110,2.110,1.709,2.110,1.576
1.894,2.110,2.033,2.110,2.002,2.110,1.555
2.110,2.110,1.632,2.110,2.110,2.110,1.786
2.110,2.110,1.438,2.110,2.110,2.110,2.110
2.110,2.110,1.894,2.110,2.110,2.110,2.110
2.110,2.033,2.110,1.956,2.110,2.110,2.110
2.110,1.632,2.110,1.663,2.110,1.879,2.110
2.110,1.438,2.110,1.632,1.971,1.555,2.110
1.956,1.894,2.110,1.894,1.684,1.786,2.033
1.663,2.110,2.110,2.110,1.555,2.110,1.771
1.632,2.110,2.110,2.110,1.786,2.110,1.632
1.894,2.110,2.110,2.110,2.110,2.110,1.894
1.693,2.527,2.064,1.693,2.527,2.110,1.693
1.110,3.110,2.000,1.110,3.110,2.110,1.110
